2,1254380127309279233,b'WEEKLY ROUND UP\n\nSales\n\xf0\x9f\x8f\xa6 @Barclays \n\xf0\x9f\x8e\xb0 @WilliamHill\n\xf0\x9f\x94\x8b @Tesla\n\xf0\x9f\x91\x95 @ASOS \n\nWould like to reinvest in them in the near future \xe2\x8c\x9a\xef\xb8\x8f\n\n#trading #investment #oil #airline #property #gambling #stock #shares #Covid_19',pos
3,1254376314888486913,"b""@nitpikApp @zanele_matome @Khayaqiba @Mashstartup @YongamaDilima The BASIC WHEEL ISN'T REINVENTED.\n\nIt's just CONTROLLED by YOU, ME or SOME OTHERS ELSE.\n\nIt is brutally fair in its injustices and unfairness.\n\nLook at TESLA, alive the main servant of humanity via technology.\n\nYet he died a pauper with little market shares for his products.""",pos
4,1254361622128312322,b'Teslarati: Elon Musk shares details behind Tesla Cybertruck\xe2\x80\x99s Armor Glass fail demo.\nhttps://t.co/5qFtY8NOK4\n\nvia @GoogleNews',neg
5,1254322560256208896,"b'@mcannonbrookes I follow third row, but they are pretty rabid fanboys with some big gaps in how they represent the tech and Tesla/Elon in general. And I love Tesla too, plus own shares. Props to zoox lately though - and I think until karpathys recent talk, zoox was killing it in terms of info'",pos
6,1254294934406025220,"b'The Nasdaq 100 is a better proxy of this new economy. Shares in Amazon and Tesla are already rising on the future outlook beyond the coronavirus. And while it\xe2\x80\x99s heavily tilted towards technology, the Nasdaq 100 sufficiently diversified, too.'",pos
7,1254233643020623872,b'Elon Musk shares details behind #Tesla #Cybertruck Armor Glass fail demo | TESLARATI https://t.co/CXfjGDWKPZ',pos
8,1254221154744594432,b'Elon Musk shares details behind Tesla Cybertruck\xe2\x80\x99s Armor Glass fail demo | TESLARATI https://t.co/iAH43iw3le via Teslarati',neg
9,1254166505752875012,b'Elon Musk shares details behind Tesla Cybertruck\xe2\x80\x99s Armor Glass fail demo | TESLARATI https://t.co/IpdV6GnPbS via Teslarati',neg
10,1254114537705558016,"b""@DailyMirror If they're anything like Tesla shares dont expect them to stay up for long.""",pos
11,1254111851069222912,b'@Teslaconomics He doesn\xe2\x80\x99t own them he bought them to cover positions! This is not an investment in Tesla! He sold many of the share he owned earlier in the year. This \xe2\x80\x9cnews\xe2\x80\x9d story is spin. Does anyone know what he paid for the shares?? Not in the #SEC filing! Tesla is bitcoin on wheels \xf0\x9f\x98\xa2',pos
